,2025-01-31,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Free Cash Flow,1392000000.0,675000000.0,894000000.0,2515000000.0,
Repurchase Of Capital Stock,-500000000.0,-340000000.0,-1014000000.0,-3502000000.0,
Repayment Of Debt,-17000000.0,-19000000.0,-19000000.0,-133000000.0,
Issuance Of Debt,,,0.0,0.0,1892000000.0
Issuance Of Capital Stock,17000000.0,19000000.0,16000000.0,29000000.0,
Capital Expenditure,-706000000.0,-795000000.0,-930000000.0,-737000000.0,
Interest Paid Supplemental Data,46000000.0,51000000.0,31000000.0,22000000.0,
Income Tax Paid Supplemental Data,643000000.0,543000000.0,283000000.0,716000000.0,
End Cash Position,1868000000.0,1793000000.0,2253000000.0,3205000000.0,
Beginning Cash Position,1793000000.0,2253000000.0,3205000000.0,5625000000.0,
Effect Of Exchange Rate Changes,-10000000.0,-5000000.0,-8000000.0,-3000000.0,
Changes In Cash,85000000.0,-455000000.0,-944000000.0,-2417000000.0,
Financing Cash Flow,-1309000000.0,-1144000000.0,-1806000000.0,-4297000000.0,
Cash Flow From Continuing Financing Activities,-1309000000.0,-1144000000.0,-1806000000.0,-4297000000.0,
Net Other Financing Charges,-2000000.0,-3000000.0,,-3000000.0,
Cash Dividends Paid,-807000000.0,-801000000.0,-789000000.0,-688000000.0,
Common Stock Dividend Paid,-807000000.0,-801000000.0,-789000000.0,-688000000.0,
Net Common Stock Issuance,-483000000.0,-321000000.0,-998000000.0,-3473000000.0,
Common Stock Payments,-500000000.0,-340000000.0,-1014000000.0,-3502000000.0,
Common Stock Issuance,17000000.0,19000000.0,16000000.0,29000000.0,
Net Issuance Payments Of Debt,-17000000.0,-19000000.0,-19000000.0,-133000000.0,
Net Long Term Debt Issuance,-17000000.0,-19000000.0,-19000000.0,-133000000.0,
Long Term Debt Payments,-17000000.0,-19000000.0,-19000000.0,-133000000.0,
Long Term Debt Issuance,,,0.0,0.0,1892000000.0
Investing Cash Flow,-704000000.0,-781000000.0,-962000000.0,-1372000000.0,
Cash Flow From Continuing Investing Activities,-704000000.0,-781000000.0,-962000000.0,-1372000000.0,
Net Other Investing Changes,8000000.0,2000000.0,7000000.0,,-1000000.0
Net Investment Purchase And Sale,-6000000.0,-2000000.0,-39000000.0,-167000000.0,
Sale Of Investment,20000000.0,7000000.0,7000000.0,66000000.0,
Purchase Of Investment,-26000000.0,-9000000.0,-46000000.0,-233000000.0,
Net Business Purchase And Sale,0.0,14000000.0,0.0,-468000000.0,
Sale Of Business,0.0,14000000.0,0.0,0.0,
Purchase Of Business,,0.0,0.0,-468000000.0,0.0
Net PPE Purchase And Sale,-706000000.0,-795000000.0,-930000000.0,-737000000.0,
Purchase Of PPE,-706000000.0,-795000000.0,-930000000.0,-737000000.0,
Operating Cash Flow,2098000000.0,1470000000.0,1824000000.0,3252000000.0,
Cash Flow From Continuing Operating Activities,2098000000.0,1470000000.0,1824000000.0,3252000000.0,
Change In Working Capital,-259000000.0,-783000000.0,-861000000.0,-203000000.0,
Change In Other Working Capital,-212000000.0,52000000.0,36000000.0,-156000000.0,
Change In Other Current Liabilities,-150000000.0,-174000000.0,-483000000.0,479000000.0,
Change In Other Current Assets,11000000.0,-18000000.0,-21000000.0,-14000000.0,
Change In Payables And Accrued Expense,358000000.0,-1025000000.0,-1099000000.0,-201000000.0,
Change In Payable,358000000.0,-1025000000.0,-1099000000.0,-201000000.0,
Change In Account Payable,358000000.0,-1025000000.0,-1099000000.0,-201000000.0,
Change In Inventory,-155000000.0,178000000.0,809000000.0,-328000000.0,
Change In Receivables,-111000000.0,204000000.0,-103000000.0,17000000.0,
Other Non Cash Items,9000000.0,179000000.0,159000000.0,-23000000.0,
Stock Based Compensation,139000000.0,145000000.0,138000000.0,141000000.0,
Asset Impairment Charge,475000000.0,0.0,0.0,,
Deferred Tax,-59000000.0,-214000000.0,51000000.0,14000000.0,
Deferred Income Tax,-59000000.0,-214000000.0,51000000.0,14000000.0,
Depreciation Amortization Depletion,866000000.0,923000000.0,918000000.0,869000000.0,
Depreciation And Amortization,866000000.0,923000000.0,918000000.0,869000000.0,
Amortization Cash Flow,,61000000.0,86000000.0,82000000.0,
Amortization Of Intangibles,,61000000.0,86000000.0,82000000.0,
Depreciation,,862000000.0,832000000.0,787000000.0,
Operating Gains Losses,,-21000000.0,,,
Gain Loss On Sale Of Business,0.0,-21000000.0,0.0,0.0,
Net Income From Continuing Operations,927000000.0,1241000000.0,1419000000.0,2454000000.0,
